GeneName,WT_EtOH_1,WT_EtOH_2,WT_EtOH_3,WT_Dex_1,WT_Dex_2,WT_Dex_3,Brg1KD_EtOH_1,Brg1KD_EtOH_2,Brg1KD_EtOH_3,Brg1KD_Dex_1,Brg1KD_Dex_2,Brg1KD_Dex_3
AC104365.1,2.4,1.6,2.7,2.9,1.9,3.3,2.4,0.4,3.0,0.9,2.6,1.9
AC104365.2,0.1,0.7,0.9,0.9,1.1,0.0,0.3,0.4,1.4,-0.2,0.9,0.5
AC104365.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104371.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
AC104383.1,1.0,1.2,2.2,2.2,1.7,1.7,1.3,1.9,1.4,2.1,1.5,1.9
AC104387.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104389.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104389.2,0.1,-0.3,0.9,0.9,0.1,0.0,1.3,0.4,0.4,-0.2,1.5,-0.5
AC104389.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104390.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104393.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104394.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104405.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104407.1,1.0,0.7,0.0,1.9,1.1,1.7,1.8,1.3,0.4,-0.2,-0.1,1.1
AC104408.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104411.1,0.1,1.2,1.3,0.9,1.1,0.0,0.3,1.3,1.4,-0.2,0.9,-0.5
AC104417.1,0.1,-0.3,0.0,0.9,0.1,0.0,1.3,0.4,0.4,-0.2,-0.1,-0.5
AC104417.2,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104423.1,0.1,-0.2,0.0,0.0,0.1,0.0,0.4,0.4,0.4,-0.2,-0.1,-0.5
AC104434.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104435.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104435.2,1.0,2.4,2.4,3.4,2.4,2.1,0.3,1.9,2.4,2.1,1.9,3.2
AC104438.1,4.0,2.2,3.9,4.2,3.6,4.0,4.6,3.3,3.4,3.9,3.6,3.6
AC104440.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104441.1,0.1,-0.3,1.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104445.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104446.1,2.8,3.1,2.7,3.4,2.1,3.1,2.7,3.3,2.7,2.1,2.2,1.6
AC104447.1,5.6,6.2,6.1,6.4,5.8,6.1,6.1,5.7,5.9,6.1,6.1,5.7
AC104448.1,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104451.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104452.1,4.6,4.6,5.0,5.2,5.2,4.8,5.0,5.7,5.7,5.0,4.9,4.8
AC104454.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104455.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104457.1,0.1,-0.3,0.0,-0.1,0.1,0.0,4.2,0.4,0.4,3.7,-0.1,3.9
AC104457.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104458.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104461.1,4.3,4.5,2.8,3.8,4.2,4.2,4.1,3.7,4.3,3.0,4.1,3.8
AC104462.1,0.1,-0.3,0.0,0.9,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,0.5
AC104462.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104463.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104463.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104465.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104472.1,4.1,4.5,4.3,3.4,3.3,3.4,4.0,4.8,4.2,4.2,3.5,3.9
AC104472.2,2.3,2.2,2.5,2.2,2.4,2.1,0.3,1.3,2.4,2.1,0.9,2.7
AC104506.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104521.1,2.7,2.0,2.3,2.1,3.5,2.9,2.4,1.9,2.0,1.9,1.0,0.7
AC104532.1,0.3,1.0,0.0,-0.1,0.2,0.3,1.5,0.4,0.6,1.0,0.1,-0.3
AC104532.2,2.8,2.9,3.1,4.0,2.4,3.0,2.8,3.3,2.9,3.9,4.1,4.2
AC104534.1,3.4,3.0,3.0,2.8,2.2,2.3,2.0,1.9,2.8,2.0,3.4,3.3
AC104561.1,2.3,2.7,2.4,2.7,1.7,2.6,1.8,3.1,2.6,2.3,1.7,3.1
AC104561.2,1.6,-0.3,0.9,1.9,0.1,1.1,1.3,0.4,0.4,-0.2,-0.1,0.5
AC104561.3,1.6,1.2,1.5,0.9,1.1,0.0,0.3,0.4,0.4,-0.2,0.9,-0.5
AC104563.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104564.1,1.0,-0.3,1.5,-0.1,0.1,0.0,1.3,1.3,1.4,-0.2,1.9,-0.5
AC104564.2,1.6,1.2,1.9,1.9,0.1,1.1,1.9,1.3,0.4,0.8,1.5,1.6
AC104564.3,1.0,1.9,1.5,-0.1,1.1,0.0,1.4,1.9,0.4,1.8,1.9,1.1
AC104564.4,2.6,3.0,2.8,2.9,3.1,2.7,0.3,3.2,3.0,2.1,2.5,2.7
AC104564.5,1.5,2.5,3.0,2.7,3.0,3.7,2.3,2.0,1.4,2.5,3.3,2.2
AC104564.6,3.7,3.8,4.0,3.0,3.5,2.4,2.2,2.9,3.2,3.3,3.5,2.9
AC104574.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104574.2,3.5,2.5,4.1,3.4,4.0,3.3,4.1,3.4,4.0,3.9,3.0,3.3
AC104576.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104581.1,6.8,7.6,7.8,7.3,7.5,8.2,8.2,7.5,8.4,8.9,9.1,9.4
AC104581.2,1.0,-0.3,0.9,-0.1,1.1,2.1,0.3,1.3,0.4,-0.2,0.9,1.1
AC104581.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104581.4,0.1,-0.3,0.9,4.7,3.8,4.1,0.3,0.4,0.4,4.2,4.1,3.6
AC104581.5,6.4,6.4,6.5,6.5,6.4,6.3,6.1,6.0,6.5,6.4,6.5,6.4
AC104590.1,4.3,3.7,4.7,4.0,4.9,4.6,4.6,5.4,4.6,4.5,3.0,4.0
AC104592.1,0.1,-0.3,0.5,0.6,0.7,0.7,0.3,0.4,0.4,1.1,-0.1,0.0
AC104596.1,3.9,3.3,3.6,4.3,4.1,4.8,4.3,3.8,4.4,3.9,4.0,2.9
AC104596.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104619.1,0.1,-0.3,0.0,-0.1,0.1,0.0,1.4,0.4,0.4,-0.2,-0.1,-0.5
AC104619.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104619.3,0.1,-0.3,0.9,-0.1,1.1,1.7,0.3,0.4,0.4,-0.2,1.5,1.6
AC104619.4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104623.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104629.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104629.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104634.1,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104637.1,1.5,0.7,2.3,-0.1,1.1,1.1,0.3,2.4,0.4,1.5,0.8,1.0
AC104640.1,1.6,-0.3,0.0,0.9,0.1,0.0,0.3,0.4,1.4,-0.2,-0.1,-0.5
AC104640.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104651.1,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
AC104651.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,1.3,0.4,-0.2,-0.1,-0.5
AC104653.1,1.6,1.1,1.6,1.5,2.2,0.0,1.4,2.4,1.4,1.5,1.0,1.8
AC104653.2,0.1,-0.3,0.0,-0.1,0.1,0.0,1.3,0.4,0.4,-0.2,-0.1,0.5
AC104662.1,1.0,1.2,0.9,1.9,0.1,0.0,1.3,0.4,2.7,1.8,2.2,-0.5
AC104662.2,7.2,7.5,7.8,6.4,7.3,8.0,7.8,7.8,6.1,7.3,6.6,7.6
AC104662.3,8.5,8.7,8.7,8.8,8.3,8.0,8.6,8.4,8.3,8.2,8.5,8.2
AC104663.1,1.6,1.3,0.9,1.8,1.6,0.0,1.9,0.4,0.4,-0.2,0.9,-0.5
AC104667.1,3.3,3.7,2.4,2.7,3.2,2.7,2.7,1.3,2.4,2.6,2.7,2.8
AC104667.2,6.8,6.9,7.1,6.9,7.1,7.2,7.5,7.5,7.3,7.0,7.4,6.9
AC104685.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104687.1,0.1,-0.3,2.3,-0.1,0.1,0.5,2.3,0.4,0.4,-0.2,-0.1,-0.5
AC104687.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
AC104688.1,1.0,0.7,0.9,0.9,0.1,1.6,1.9,0.4,0.4,0.8,-0.1,-0.5
AC104689.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104692.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104692.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
AC104695.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104695.2,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,1.3,0.4,-0.2,0.9,-0.5
AC104695.3,0.1,1.2,0.9,1.5,2.4,2.1,2.1,1.3,0.4,1.4,2.3,1.9
AC104698.1,0.1,0.7,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104699.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,2.0,-0.2,-0.1,-0.5
AC104758.1,2.6,2.8,2.7,3.3,2.7,3.2,2.7,2.9,2.7,2.4,2.8,1.6
AC104758.2,1.6,1.3,0.9,0.9,1.1,1.8,1.3,2.0,1.4,-0.2,2.0,0.5
AC104758.3,1.0,0.8,1.5,0.0,1.8,0.0,0.5,0.4,0.4,0.6,0.3,-0.5
AC104758.4,1.0,1.2,1.9,1.5,1.1,1.7,1.2,1.9,2.4,-0.2,1.0,0.6
AC104758.5,1.8,0.7,1.6,1.7,1.8,2.8,2.7,2.8,2.6,3.2,2.0,0.8
AC104759.1,0.1,-0.3,0.0,-0.1,1.1,0.0,0.3,0.4,1.4,0.8,-0.1,-0.5
AC104763.1,0.1,0.7,1.5,1.5,1.7,1.1,1.3,1.9,1.9,-0.2,0.9,0.5
AC104763.2,0.1,0.7,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,0.5
AC104763.3,3.0,2.4,1.9,1.9,2.1,2.7,2.3,1.9,1.4,2.8,3.4,1.9
AC104770.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104771.1,0.1,0.6,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104772.1,3.7,3.4,3.6,3.5,3.1,3.5,3.6,3.4,3.3,4.2,3.9,3.9
AC104772.2,0.1,-0.3,1.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
AC104777.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104777.2,1.0,-0.3,0.0,0.9,1.1,1.1,0.3,1.3,1.4,-0.2,0.9,-0.5
AC104777.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104779.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104781.1,1.6,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,1.4,-0.2,0.9,-0.5
AC104784.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104785.1,2.5,3.3,1.5,2.4,3.9,3.0,4.2,3.3,3.2,2.4,2.5,2.2
AC104791.1,0.1,-0.3,1.9,-0.1,0.1,1.1,0.3,1.3,0.4,-0.2,1.1,0.5
AC104791.2,5.1,5.0,5.2,4.5,5.4,4.8,4.8,4.3,5.2,5.0,5.3,4.5
AC104793.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.6,0.4,-0.2,-0.1,-0.5
AC104794.1,0.1,-0.3,0.0,0.9,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
AC104794.2,5.9,5.4,5.8,5.6,5.4,5.7,6.1,6.6,6.3,5.9,6.3,6.1
AC104794.3,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104794.4,0.1,1.2,0.0,-0.1,0.1,1.5,2.4,0.4,0.4,-0.2,-0.1,-0.5
AC104802.1,0.1,1.8,0.0,-0.1,1.5,1.6,0.3,1.4,0.4,1.3,0.9,-0.5
AC104803.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104806.1,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,0.9,-0.5
AC104806.2,2.6,2.8,2.7,2.8,1.5,3.0,3.7,3.1,1.7,0.6,2.0,1.8
AC104809.1,0.1,-0.3,1.5,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104809.2,0.1,-0.3,1.5,-0.1,0.1,0.0,1.8,1.3,1.4,0.8,1.5,-0.5
AC104819.1,1.6,-0.3,0.0,1.4,0.1,0.0,0.3,0.4,1.4,-0.2,0.9,0.5
AC104819.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104819.3,4.7,4.5,4.2,4.1,4.2,3.9,4.4,4.1,4.2,4.0,3.7,3.5
AC104820.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104823.1,3.0,1.7,2.5,3.8,3.4,3.1,2.4,2.3,3.8,3.5,3.0,3.3
AC104825.1,2.0,0.8,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,0.9,-0.1,0.5
AC104825.2,4.0,4.4,4.5,4.6,3.2,3.5,2.9,3.6,2.9,2.6,3.1,2.4
AC104827.1,0.1,0.7,1.8,1.9,0.1,0.0,1.4,0.4,0.4,-0.2,-0.1,1.8
AC104831.1,1.0,-0.3,0.9,-0.1,0.1,0.0,1.3,0.4,0.4,0.8,-0.1,-0.5
AC104836.1,8.9,8.8,8.8,8.5,8.8,8.8,8.6,8.5,8.6,8.5,8.5,8.3
AC104836.2,4.1,4.3,4.2,5.1,4.9,4.2,4.6,3.8,4.3,3.9,4.0,4.4
AC104837.1,2.2,2.7,2.6,1.2,2.0,1.5,2.3,2.3,2.4,3.2,-0.1,0.6
AC104837.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104841.1,2.5,0.8,2.4,2.0,2.0,0.0,2.5,2.8,2.3,2.3,1.4,2.6
AC104841.2,1.1,0.8,1.0,1.0,1.1,1.1,1.5,1.5,1.4,1.0,1.0,0.7
AC104843.1,0.1,-0.3,1.1,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,0.9,-0.5
AC104843.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104849.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104850.1,0.1,1.2,0.9,0.9,0.1,1.1,1.9,0.4,0.4,0.8,-0.1,-0.5
AC104852.1,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104938.1,4.0,4.2,4.8,3.6,4.1,3.7,4.7,3.5,4.1,3.0,4.3,4.3
AC104958.1,1.0,-0.3,0.0,0.9,0.1,0.0,0.3,1.3,1.4,0.8,-0.1,0.5
AC104958.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,2.0,-0.2,1.5,0.6
AC104961.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104961.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104964.1,1.0,0.6,0.0,2.4,0.1,1.7,1.3,1.3,1.4,1.4,1.5,1.6
AC104964.2,4.7,4.2,4.3,4.9,4.4,3.8,4.0,3.7,4.0,3.9,3.7,4.3
AC104964.3,4.3,3.4,4.4,4.6,4.8,5.0,3.8,3.1,3.0,4.6,4.8,4.9
AC104966.1,1.0,-0.3,0.0,-0.1,1.1,1.1,1.3,0.4,2.0,-0.2,-0.1,1.2
AC104971.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104971.2,1.6,1.4,1.0,2.3,1.2,1.3,2.1,1.4,0.4,0.9,2.7,1.8
AC104971.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
AC104971.4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104978.1,1.0,1.2,1.9,1.8,1.6,0.0,0.3,0.4,0.4,2.4,0.9,2.6
AC104982.1,2.3,1.9,1.5,1.4,2.4,1.1,0.3,1.3,1.4,1.8,1.9,1.1
AC104982.2,2.9,2.3,2.3,2.6,1.7,3.3,3.3,1.4,2.9,1.9,2.4,2.7
AC104982.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104984.1,3.2,2.8,2.7,3.7,3.2,3.4,3.6,2.0,2.1,3.8,3.8,3.5
AC104984.2,3.6,2.6,2.5,2.2,3.4,2.9,3.3,3.3,2.9,2.1,3.1,2.4
AC104984.3,4.1,3.7,3.5,3.6,1.8,3.3,3.9,1.4,3.2,2.7,4.1,3.0
AC104984.4,0.1,1.6,1.5,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,0.9,0.5
AC104984.5,0.1,-0.3,0.0,-0.1,0.1,0.0,1.3,0.4,0.4,-0.2,-0.1,-0.5
AC104984.6,2.0,0.7,1.5,1.4,1.1,1.1,0.3,1.9,2.7,1.4,2.7,1.6
AC104985.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104985.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104985.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104986.1,3.4,4.1,2.9,3.8,2.1,2.6,3.5,4.2,3.5,4.1,3.7,3.2
AC104986.2,7.3,7.1,7.2,7.2,7.7,7.7,7.0,7.1,7.2,7.1,7.1,7.3
AC104989.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104996.1,0.1,-0.3,0.0,-0.1,1.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
AC104996.2,0.1,0.7,0.0,-0.1,0.1,0.0,1.3,0.4,0.4,-0.2,-0.1,-0.5
AC104996.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC104997.1,0.1,-0.3,0.9,0.9,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105001.1,2.9,0.3,1.0,2.6,0.1,0.0,1.0,0.4,3.1,3.4,0.5,1.0
AC105001.2,1.2,0.2,0.3,0.8,0.5,0.4,0.5,1.2,0.8,0.5,1.2,-0.1
AC105020.1,4.6,5.1,4.5,4.7,4.2,4.8,5.3,5.0,5.1,4.8,4.7,4.5
AC105020.2,2.0,1.7,2.0,2.9,2.4,2.4,1.9,1.4,1.4,0.8,1.9,1.9
AC105020.3,3.2,2.2,0.2,0.0,3.3,2.3,3.0,0.5,0.7,2.3,2.1,-0.4
AC105020.4,0.3,0.0,0.3,0.1,0.1,0.0,0.6,0.4,0.4,-0.2,-0.1,-0.5
AC105020.5,1.1,1.9,0.0,0.9,0.1,1.6,1.3,1.3,1.4,0.8,-0.1,0.5
AC105020.6,3.8,4.1,4.3,3.9,3.9,5.1,4.9,3.9,4.4,4.0,4.3,3.8
AC105021.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105029.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105030.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105031.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105031.2,2.0,-0.3,0.9,0.9,1.7,1.7,1.3,1.9,2.0,-0.2,2.7,1.6
AC105031.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105036.1,2.9,2.4,3.3,2.3,2.2,1.7,2.4,1.5,2.9,2.2,1.5,2.9
AC105036.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105036.3,4.0,3.5,3.7,4.4,3.6,2.8,3.3,3.8,3.5,3.8,4.1,3.6
AC105046.1,2.0,1.9,1.9,2.7,2.4,2.2,0.3,0.4,0.4,0.8,1.5,1.9
AC105049.1,0.1,-0.3,0.0,-0.1,0.1,0.2,0.3,0.4,0.4,-0.2,-0.1,-0.4
AC105052.1,4.7,4.6,4.9,5.5,5.6,4.5,3.8,5.7,5.5,5.8,4.7,4.7
AC105052.2,3.2,4.2,2.8,2.0,3.4,4.0,4.0,3.8,4.0,4.3,3.3,4.0
AC105052.3,5.3,5.0,4.6,5.0,3.2,3.5,6.2,5.7,5.9,5.2,5.2,5.0
AC105053.1,4.1,4.3,3.9,4.5,3.8,4.9,3.8,4.0,2.8,4.1,3.5,4.4
AC105074.1,4.2,4.3,4.6,4.9,4.2,4.8,4.4,4.8,4.0,4.4,3.8,4.2
AC105081.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105094.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,0.9,0.5
AC105094.2,4.3,4.4,4.2,3.9,3.8,4.7,4.5,4.3,4.7,3.7,4.8,4.4
AC105101.1,4.4,4.2,4.4,5.1,4.7,4.5,3.9,3.8,3.2,4.6,4.2,4.8
AC105105.1,2.2,1.6,2.2,1.8,1.7,3.1,1.3,1.9,1.4,0.8,-0.1,0.5
AC105105.2,4.4,4.3,4.9,4.7,4.3,4.7,4.3,4.2,5.0,4.5,4.4,4.3
AC105105.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105105.4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105105.5,0.1,-0.3,0.0,0.9,0.1,1.1,0.3,0.4,1.4,-0.2,-0.1,-0.5
AC105109.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105114.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
AC105118.1,2.3,2.6,3.3,2.7,1.7,2.7,2.7,2.9,1.4,1.8,2.7,2.2
AC105129.1,2.3,4.2,3.9,3.3,2.4,3.1,3.5,3.1,3.7,3.6,3.4,3.0
AC105129.2,0.1,-0.3,0.0,0.8,0.1,0.0,0.3,0.4,1.4,-0.2,0.9,-0.5
AC105129.3,1.0,2.6,2.9,1.8,2.4,2.5,2.9,2.6,2.0,1.8,2.5,0.5
AC105133.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105133.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105137.1,3.1,2.7,2.7,2.2,2.4,3.0,1.4,1.9,1.4,0.8,2.2,0.5
AC105137.2,1.6,2.1,1.9,2.4,1.7,0.0,0.3,3.1,1.4,2.8,2.0,2.2
AC105137.3,5.6,5.5,5.3,5.0,5.0,5.5,5.4,4.9,5.5,5.4,5.2,5.2
AC105148.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105150.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105177.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105180.1,0.1,-0.3,0.0,1.4,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
AC105185.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105202.1,5.9,6.0,5.9,5.6,5.3,5.2,5.0,5.0,5.1,5.4,5.1,5.4
