GeneName,WT_EtOH_1,WT_EtOH_2,WT_EtOH_3,WT_Dex_1,WT_Dex_2,WT_Dex_3,Brg1KD_EtOH_1,Brg1KD_EtOH_2,Brg1KD_EtOH_3,Brg1KD_Dex_1,Brg1KD_Dex_2,Brg1KD_Dex_3
AC105206.1,1.2,2.5,1.9,2.1,2.2,1.0,1.4,1.5,3.3,1.9,1.8,1.6
AC105206.2,2.3,1.9,3.3,2.2,1.7,3.2,3.2,2.9,2.4,3.0,3.6,3.6
AC105219.1,4.1,3.9,4.1,3.8,4.3,4.4,5.2,4.8,4.9,4.5,4.1,4.7
AC105219.2,3.0,2.5,3.5,2.7,3.8,2.5,0.3,1.9,2.5,3.1,1.8,3.3
AC105219.3,1.6,0.7,0.0,-0.1,0.1,0.0,0.3,1.3,0.4,-0.2,-0.1,-0.5
AC105219.4,7.2,7.2,7.2,7.0,6.8,6.9,7.0,6.9,6.8,7.1,6.9,6.9
AC105224.1,0.1,-0.3,0.0,-0.1,1.1,2.1,0.3,1.3,0.4,0.8,1.5,0.5
AC105227.1,3.3,2.5,3.2,3.2,3.4,3.3,4.1,4.1,3.9,3.6,3.7,3.5
AC105227.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105233.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105233.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105233.3,2.2,2.6,2.0,2.4,3.2,3.1,0.4,2.0,3.1,1.4,2.3,2.0
AC105233.4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105233.5,7.3,7.4,7.6,7.2,7.2,7.0,7.8,7.7,7.8,7.4,7.4,7.5
AC105233.6,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105235.1,2.0,3.0,2.9,3.2,2.9,3.0,3.8,1.3,2.7,3.1,1.9,2.2
AC105242.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105243.1,0.4,1.5,2.6,1.1,0.2,0.1,0.6,1.6,1.4,0.1,1.3,0.2
AC105245.1,0.1,0.4,0.6,-0.1,0.1,0.0,0.3,0.4,0.4,1.6,1.3,-0.5
AC105247.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105250.1,4.0,2.6,2.7,2.9,3.4,3.0,2.9,3.6,3.7,3.0,3.7,3.7
AC105252.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105254.1,1.6,-0.3,0.9,1.5,2.6,2.1,0.3,1.9,2.7,2.1,2.7,2.2
AC105254.2,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,0.8,1.5,0.5
AC105265.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105265.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105265.3,0.9,-0.3,0.0,0.8,0.1,0.0,0.3,1.2,0.4,1.4,-0.1,0.4
AC105265.4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105271.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105272.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105275.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105275.2,0.1,-0.3,0.0,0.9,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105277.1,3.6,3.0,2.6,2.6,3.6,3.1,3.2,3.1,1.9,2.4,2.5,2.8
AC105285.1,6.5,6.3,6.7,7.1,6.7,6.6,6.8,6.4,6.8,6.5,6.7,6.6
AC105313.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105316.1,3.6,2.2,3.2,3.9,3.7,3.3,3.2,3.2,0.4,2.7,3.4,3.5
AC105339.1,2.9,2.6,3.2,3.6,2.4,0.2,2.5,1.9,2.7,1.7,2.8,2.3
AC105339.2,5.6,5.4,5.6,5.8,5.8,5.5,5.3,5.6,6.0,5.8,5.6,5.9
AC105339.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105339.4,3.6,4.2,3.6,4.2,4.3,3.9,4.3,4.5,4.0,4.4,3.0,4.0
AC105342.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105343.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105345.1,4.0,1.7,1.9,3.6,4.0,3.5,3.6,3.5,2.5,4.1,2.4,2.8
AC105345.2,2.2,2.1,2.9,2.0,2.5,2.2,3.6,3.2,3.7,2.9,3.2,3.0
AC105362.1,2.7,2.5,2.8,1.9,2.1,1.6,1.9,2.4,1.5,3.1,2.1,2.3
AC105381.1,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105383.1,1.7,3.2,3.2,2.5,3.4,3.4,3.1,3.2,2.6,3.5,3.0,3.6
AC105384.1,1.0,-0.3,0.0,-0.1,0.1,0.0,0.3,1.1,0.4,-0.2,-0.1,0.5
AC105384.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105389.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105389.2,0.1,-0.3,0.0,-0.1,1.1,0.0,2.3,0.4,0.4,-0.2,-0.1,-0.5
AC105389.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105390.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105391.1,0.3,0.5,0.5,0.8,0.5,0.4,0.8,0.9,1.3,0.1,0.5,0.1
AC105393.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105393.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105398.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105399.1,0.1,-0.3,0.0,-0.1,1.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105402.1,4.0,2.4,2.1,4.6,2.7,0.0,3.6,0.4,3.8,3.7,-0.1,3.4
AC105402.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,1.3,0.4,-0.2,0.9,-0.5
AC105402.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105411.1,4.9,3.1,4.0,4.3,3.7,4.9,3.8,3.5,1.6,3.7,4.3,4.1
AC105415.1,2.4,3.1,2.1,2.2,1.8,2.5,2.9,0.6,3.0,2.2,2.3,2.8
AC105416.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105417.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105420.1,0.1,-0.3,0.0,-0.1,1.0,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105424.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105429.1,4.1,3.9,4.1,4.4,4.5,3.7,4.3,4.6,4.2,4.4,3.9,4.3
AC105429.2,2.1,-0.3,1.9,1.9,1.4,0.1,0.3,0.4,2.4,1.1,-0.1,0.8
AC105430.1,2.2,1.9,0.9,-0.1,1.0,0.0,2.5,0.4,2.3,1.3,-0.1,1.8
AC105443.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105446.1,3.2,3.5,3.0,3.3,2.9,2.8,3.2,2.8,3.1,3.2,3.8,3.4
AC105460.1,3.2,-0.2,1.1,3.4,3.4,3.2,2.0,0.4,2.0,2.3,2.3,2.8
AC105460.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105749.1,2.6,3.5,2.7,3.5,2.7,3.5,3.7,2.9,1.4,1.8,3.4,3.1
AC105758.1,0.1,-0.3,0.0,-0.1,1.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105760.1,1.1,0.7,1.0,0.9,1.2,0.0,0.4,0.4,0.5,-0.2,1.5,-0.5
AC105760.2,5.7,5.6,5.6,5.6,5.7,5.9,5.2,5.7,5.4,5.5,5.7,5.6
AC105910.1,1.0,1.6,0.0,0.9,0.1,1.1,0.3,1.3,0.4,0.8,0.9,0.6
AC105914.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105914.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105917.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105918.1,1.0,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,1.9,-0.2,-0.1,-0.5
AC105919.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105924.1,2.8,0.6,1.9,1.4,2.1,0.0,1.9,1.3,1.4,-0.2,2.8,2.4
AC105935.1,4.5,4.1,4.4,3.7,3.8,3.7,3.3,3.5,3.9,3.9,4.0,3.9
AC105935.2,0.1,-0.2,0.0,0.0,0.1,1.7,0.4,0.4,0.4,-0.1,0.1,-0.4
AC105940.1,0.1,-0.3,0.9,-0.1,0.1,0.0,0.3,0.4,1.4,-0.2,0.9,-0.5
AC105940.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105941.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105942.1,3.6,3.2,3.3,3.5,3.2,3.2,1.6,2.6,3.0,3.1,3.8,1.9
AC105999.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC105999.2,0.1,1.2,2.5,2.1,2.6,2.3,2.1,0.4,2.4,-0.2,2.1,1.8
AC106017.1,1.3,0.4,0.1,0.0,0.2,0.2,1.0,0.5,0.6,0.0,0.0,-0.5
AC106017.2,3.6,3.2,2.9,1.3,3.9,1.5,3.6,3.2,3.7,2.0,3.9,0.3
AC106028.1,0.1,1.6,0.0,-0.1,1.1,0.0,0.3,0.4,0.4,0.8,0.9,-0.5
AC106028.2,2.8,4.1,3.7,4.4,4.4,4.6,3.0,2.8,3.3,4.0,3.7,2.6
AC106028.3,5.6,5.4,5.7,5.9,5.4,5.8,5.1,4.8,5.1,4.9,5.0,5.0
AC106028.4,5.1,4.9,5.0,5.2,5.4,5.4,4.4,4.6,5.0,5.1,5.1,4.9
AC106028.5,3.3,2.4,2.2,3.5,4.3,3.9,2.9,1.9,3.5,3.1,3.1,3.0
AC106037.1,4.8,4.3,4.8,5.0,4.5,4.4,3.6,4.2,4.1,4.5,4.4,4.4
AC106037.2,1.0,0.7,1.5,2.5,2.1,2.4,1.3,1.3,2.4,3.6,2.9,2.2
AC106038.1,2.0,0.4,3.4,3.2,1.2,2.0,0.3,0.4,0.4,1.0,4.0,0.2
AC106038.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106047.1,5.2,4.7,4.1,4.7,4.8,3.9,4.8,4.4,3.7,3.7,4.4,4.0
AC106047.2,1.0,-0.3,1.6,0.9,2.4,1.7,2.8,2.6,0.4,0.8,1.5,2.2
AC106052.1,2.3,1.2,3.0,2.2,2.9,2.8,1.3,2.9,2.7,-0.2,1.5,2.9
AC106053.1,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,0.9,-0.5
AC106706.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106707.1,0.2,1.9,0.1,3.4,0.2,1.1,1.4,1.4,0.5,0.9,0.0,0.6
AC106707.2,1.6,0.7,2.2,1.4,0.1,2.4,2.6,2.3,1.4,1.4,2.8,1.9
AC106712.1,1.3,1.2,0.0,1.7,0.6,3.0,3.6,2.0,0.4,2.4,2.2,1.3
AC106729.1,2.0,3.1,3.4,2.6,3.1,3.2,3.6,3.9,3.7,3.9,2.9,3.7
AC106730.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106730.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106730.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106732.1,0.1,-0.3,0.0,0.9,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,0.5
AC106733.1,1.6,-0.3,1.6,-0.1,1.1,1.1,0.3,0.4,1.4,1.4,1.9,2.2
AC106734.1,1.6,2.2,0.9,1.9,0.1,2.1,3.3,3.6,2.7,2.9,2.7,3.5
AC106736.1,3.0,3.7,3.2,3.5,4.1,4.3,4.0,2.4,3.6,3.9,4.0,3.7
AC106738.1,1.6,1.9,1.9,2.2,1.7,1.1,1.9,1.3,1.9,1.4,1.9,1.6
AC106738.2,1.9,0.7,0.0,1.4,1.7,0.0,2.3,3.1,1.4,-0.2,1.6,-0.5
AC106739.1,1.5,0.7,1.0,0.9,1.1,1.0,1.1,1.4,1.5,-0.2,1.0,-0.5
AC106744.1,2.0,-0.3,0.9,-0.1,0.1,2.0,1.4,0.4,2.0,-0.2,-0.1,-0.5
AC106744.2,0.1,-0.3,1.0,1.5,1.1,0.0,0.3,1.4,0.4,-0.2,-0.1,0.6
AC106745.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106748.1,0.1,-0.3,0.9,1.4,1.1,0.0,0.3,0.4,1.9,-0.2,-0.1,-0.5
AC106753.1,3.2,3.0,3.0,2.7,3.0,2.9,1.8,3.4,3.0,3.3,-0.1,2.4
AC106754.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,1.4,-0.2,-0.1,-0.5
AC106754.2,0.1,-0.3,0.9,-0.1,1.7,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106760.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106760.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106771.1,5.4,5.5,5.8,5.3,5.4,4.4,5.3,5.2,5.6,4.9,5.3,5.3
AC106772.1,1.0,2.8,2.5,1.9,0.1,1.1,2.6,1.3,3.0,1.8,1.9,1.9
AC106772.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106774.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106774.10,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106774.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106774.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106774.4,0.1,-0.3,0.8,-0.1,1.1,1.7,1.2,0.4,1.4,-0.2,0.9,0.6
AC106774.5,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106774.6,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106774.7,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106774.8,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106774.9,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106775.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106779.1,1.6,2.3,2.2,2.2,2.4,1.7,1.9,3.6,1.3,2.4,0.8,2.4
AC106782.1,5.5,4.7,5.0,4.5,4.2,4.6,4.9,5.1,5.0,4.5,5.0,4.6
AC106782.2,6.7,7.0,6.7,7.0,6.7,6.6,6.5,6.2,6.5,6.0,6.3,6.4
AC106782.3,0.1,-0.3,0.0,0.9,0.1,0.0,0.3,1.3,0.4,-0.2,-0.1,0.5
AC106782.4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106782.5,2.3,1.6,2.5,2.7,2.7,2.8,1.2,1.9,0.4,-0.2,2.3,2.2
AC106782.6,4.6,4.0,3.2,4.2,4.0,3.4,2.6,3.1,4.0,3.4,3.2,3.8
AC106782.7,2.0,1.6,2.2,1.4,1.4,1.4,1.5,0.4,1.8,-0.2,0.5,1.7
AC106785.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106785.2,2.0,3.0,2.2,1.4,1.6,2.7,3.6,2.9,2.7,2.6,1.5,2.4
AC106785.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106785.4,1.6,-0.3,0.0,-0.1,0.1,0.0,1.3,0.4,0.4,-0.2,-0.1,-0.5
AC106786.1,3.3,3.1,2.9,2.1,1.4,2.5,2.8,2.6,1.7,-0.2,-0.1,1.6
AC106786.2,1.0,2.1,0.9,0.9,1.7,2.1,1.8,2.7,1.4,0.9,2.0,-0.5
AC106788.1,3.6,2.5,2.9,2.4,2.7,2.9,2.5,2.5,3.0,2.8,2.8,3.1
AC106788.2,0.1,-0.3,0.9,0.9,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106789.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106791.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106791.2,0.1,-0.3,0.0,0.9,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106794.1,2.8,2.7,2.2,3.8,3.6,3.3,1.8,2.3,3.2,2.7,2.5,2.8
AC106794.2,3.1,2.4,2.7,2.8,3.4,3.4,3.1,3.9,3.8,2.4,3.1,3.5
AC106795.1,10.0,9.5,9.7,9.7,10.0,10.0,9.2,9.6,8.9,9.4,9.0,9.8
AC106795.2,5.3,4.9,4.7,5.3,5.7,5.5,5.1,5.6,5.8,5.3,5.1,5.4
AC106795.3,2.8,2.6,1.5,2.6,2.1,3.1,3.1,1.3,2.0,2.1,1.9,1.5
AC106795.5,0.1,0.7,0.0,0.9,1.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106796.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
AC106798.1,0.1,1.7,0.9,0.9,1.7,0.0,0.3,1.9,0.4,1.4,0.9,1.7
AC106799.1,0.7,1.4,1.1,-0.1,0.3,2.1,1.5,2.5,1.6,0.4,1.1,0.0
AC106799.2,2.0,0.8,0.9,3.2,1.9,2.4,3.1,1.9,2.5,2.4,1.5,1.7
AC106799.3,3.2,3.8,2.7,2.6,3.6,3.1,1.9,3.0,3.0,3.7,3.4,2.6
AC106800.1,1.0,-0.3,0.9,-0.1,1.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
AC106800.2,1.6,0.7,0.0,-0.1,0.1,0.0,1.9,0.4,0.4,0.8,0.9,-0.5
AC106800.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106800.4,1.0,3.1,0.9,1.8,1.1,0.0,1.3,1.3,1.4,0.7,1.6,1.3
AC106801.1,0.2,2.0,1.1,1.9,1.8,2.5,2.3,2.1,2.9,2.7,2.4,3.0
AC106806.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106806.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106818.1,6.1,6.2,6.2,6.1,5.6,6.0,6.2,5.9,6.0,5.4,5.2,5.3
AC106820.1,1.0,1.9,0.0,0.9,1.1,0.0,2.9,0.4,1.9,1.4,0.9,0.5
AC106820.2,5.5,5.6,5.2,5.4,5.6,5.5,4.9,5.2,5.3,5.5,5.5,5.5
AC106820.3,4.2,3.6,4.5,4.4,3.7,3.9,4.3,3.1,3.7,2.4,3.5,4.1
AC106820.4,6.4,6.0,6.1,6.1,5.8,5.7,5.9,5.9,5.6,5.8,5.9,5.6
AC106820.5,4.7,4.8,4.7,4.4,5.1,4.9,4.8,4.4,3.9,3.3,3.4,3.9
AC106821.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106822.1,2.3,3.1,3.2,3.2,0.1,2.9,1.5,2.1,3.6,1.9,3.3,3.0
AC106827.1,1.6,2.6,0.0,-0.1,1.1,1.1,0.3,2.3,1.4,-0.2,1.9,0.5
AC106827.2,1.0,-0.3,1.3,1.9,1.9,2.2,0.3,2.0,1.7,1.5,1.5,2.0
AC106858.1,1.0,0.7,0.0,-0.1,0.1,0.0,0.3,1.9,1.4,-0.2,-0.1,-0.5
AC106860.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106864.1,2.7,3.3,3.3,3.1,3.6,2.8,3.7,2.6,3.1,4.2,3.0,3.2
AC106864.2,0.1,-0.3,0.0,0.9,0.1,1.1,1.3,1.3,0.4,-0.2,-0.1,-0.5
AC106865.1,5.3,5.1,5.5,6.1,5.3,5.1,5.2,5.2,5.4,5.7,5.6,5.5
AC106868.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106869.1,5.5,5.4,5.7,5.8,5.4,5.8,5.8,5.4,5.7,5.5,5.3,5.6
AC106870.1,2.1,-0.3,1.9,1.4,1.7,1.7,2.8,2.9,2.9,2.6,-0.1,2.0
AC106870.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106871.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106872.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106872.10,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106872.11,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106872.12,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106872.2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,1.5,-0.5
AC106872.3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106872.4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106872.5,3.7,3.8,4.2,3.3,3.4,2.9,2.8,3.2,3.6,4.2,3.7,3.7
AC106872.6,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106872.7,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106872.8,0.1,-0.3,0.0,-0.1,0.1,0.0,1.3,0.4,0.4,-0.2,-0.1,-0.5
AC106872.9,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106873.1,0.1,0.7,1.5,1.8,0.1,0.0,1.3,1.3,2.0,0.8,-0.1,0.5
AC106874.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106875.1,0.1,-0.3,0.0,-0.1,2.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106875.2,3.5,3.8,3.5,4.3,3.7,4.2,4.1,3.8,3.8,3.7,3.9,3.6
AC106876.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106878.1,0.1,0.7,0.0,0.9,0.1,0.0,0.3,0.4,0.4,0.9,0.8,-0.5
AC106881.1,1.0,-0.3,0.9,-0.1,1.1,0.0,0.3,0.4,2.0,1.8,-0.1,-0.5
AC106882.1,1.6,1.3,0.0,0.9,1.1,2.1,1.3,1.3,2.0,1.4,1.9,-0.5
AC106883.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC106886.1,2.0,0.6,1.5,2.2,2.1,1.7,3.0,1.9,2.0,2.1,3.2,1.6
AC106886.2,4.8,3.8,3.8,6.7,7.2,6.8,4.9,4.2,3.8,5.8,6.0,6.3
AC106886.3,3.5,2.4,3.3,3.5,3.7,4.0,2.7,4.0,3.5,3.7,3.9,3.8
AC106886.4,5.4,5.1,5.3,5.3,5.5,5.4,5.4,5.6,5.1,5.2,5.2,5.2
AC106886.5,8.5,8.5,8.4,9.2,9.0,8.8,8.8,8.6,8.8,9.2,9.1,9.2
AC106892.1,3.7,3.3,4.0,3.6,2.7,2.9,4.1,3.1,3.5,4.4,4.0,3.8
AC106894.1,2.6,0.7,0.9,2.2,2.1,1.1,2.6,0.4,2.0,1.4,1.5,1.5
AC106895.1,1.0,2.9,2.4,2.1,0.1,3.2,2.5,2.2,1.4,3.0,2.9,2.1
AC106895.2,2.1,1.7,1.7,1.3,0.1,1.9,1.2,5.2,1.2,1.2,1.7,4.0
AC106897.1,5.5,5.5,5.4,5.5,5.0,4.7,5.9,5.5,5.9,5.5,6.0,5.2
AC106899.1,1.0,0.7,1.2,1.6,2.3,2.4,1.4,0.4,0.4,1.4,1.4,-0.5
AC106900.1,1.9,-0.3,0.9,0.9,0.1,0.0,1.9,1.3,0.4,0.8,2.2,-0.5
AC106900.2,1.0,2.2,1.9,1.4,1.1,1.1,1.3,2.3,1.9,0.8,1.5,1.2
AC106901.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC107015.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
AC107016.1,2.4,2.3,2.3,2.7,2.5,1.1,2.0,2.4,2.4,2.4,1.0,1.7
